sentence_number;phenomenon_type_number;phenomenon_type;linguistic_phenomenon_number;linguistic_phenomenon;error_name_number;error_name;problem_source_number;problem_source;correct_sentence;incorrect_sentence;note_exception;note;origin_of_the_sentence;search_source;meta-llama_Llama-3.2-1B_correct_nll;meta-llama_Llama-3.2-1B_incorrect_nll;meta-llama_Llama-3.2-1B_certainty;meta-llama_Llama-3.2-1B_decision
10.0;1;Use of Cases;1;3.1 Nominative case;1;3.1.1 Nominative cases should not be used to express an indefinite quantity of things or a part of something (instead of the partitive genitive) with certain verbs.;5;kilti;Dėl projekto kilo visokių abejonių.;Dėl projekto kilo visokios abejonės.; ;;vlkk;;3.74945068359375;3.941267251968384;0.1918165683746338;correct
11.0;1;Use of Cases;1;3.1 Nominative case;1;3.1.1 Nominative cases should not be used to express an indefinite quantity of things or a part of something (instead of the partitive genitive) with certain verbs.;5;kilti;Pasitarime iškilo naujų klausimų dėl darbo sutarčių.;Pasitarime iškilo nauji klausimai dėl darbo sutarčių.; ;;vlkk;;3.3469724655151367;3.902920961380005;0.5559484958648682;correct
;1;Use of Cases;1;3.1 Nominative case;1;3.1.1 Nominative cases should not be used to express an indefinite quantity of things or a part of something (instead of the partitive genitive) with certain verbs.;5;kilti;Posėdyje dažnai kyla ginčų.;Posėdyje dažnai kyla ginčai.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1004;4.146547794342041;4.394343852996826;0.24779605865478516;correct
12.0;1;Use of Cases;1;3.1 Nominative case;1;3.1.1 Nominative cases should not be used to express an indefinite quantity of things or a part of something (instead of the partitive genitive) with certain verbs.;6;mažėti;Nelaimingų atsitikimų buityje nemažėja.;Nelaimingi atsitikimai buityje nemažėja.; ;;vlkk;;4.381780624389648;5.056717395782471;0.6749367713928223;correct
13.0;1;Use of Cases;1;3.1 Nominative case;1;3.1.1 Nominative cases should not be used to express an indefinite quantity of things or a part of something (instead of the partitive genitive) with certain verbs.;6;mažėti;Šiemet ūkyje sumažėjo karvių ir kiaulių.;Šiemet ūkyje sumažėjo karvės ir kiaulės.; ;;vlkk;;4.304938793182373;3.8158464431762695;-0.4890923500061035;incorrect
14.0;1;Use of Cases;1;3.1 Nominative case;1;3.1.1 Nominative cases should not be used to express an indefinite quantity of things or a part of something (instead of the partitive genitive) with certain verbs.;7;pasitaikyti;Gyvenime pasitaiko įvairių nesusipratimų.;Gyvenime pasitaiko įvairūs nesusipratimai.; ;;vlkk;;3.489351749420166;3.8090310096740723;0.31967926025390625;correct
15.0;1;Use of Cases;1;3.1 Nominative case;1;3.1.1 Nominative cases should not be used to express an indefinite quantity of things or a part of something (instead of the partitive genitive) with certain verbs.;7;pasitaikyti;Mokinio rašiniuose vis pasitaiko skyrybos klaidų.;Mokinio rašiniuose vis pasitaiko skyrybos klaidos.; ;;vlkk;;5.059104919433594;5.292396545410156;0.2332916259765625;correct
16.0;1;Use of Cases;1;3.1 Nominative case;2;3.1.2 Nominative case should not be used to express direct address.;1;;Vairuotojau, atidarykit duris.;Vairuotojas, atidarykit duris.; ;;vlkk;;6.0552239418029785;6.0204081535339355;-0.03481578826904297;incorrect
17.0;1;Use of Cases;1;3.1 Nominative case;2;3.1.2 Nominative case should not be used to express direct address.;1;;Birute, jus kviečia direktorius.;Birutė, jus kviečia direktorius.; ;;vlkk;;5.574960231781006;4.381951808929443;-1.1930084228515625;incorrect
18.0;1;Use of Cases;1;3.1 Nominative case;2;3.1.2 Nominative case should not be used to express direct address.;1;;Gerbiamasis pranešėjau, jums liko 10 minučių.;Gerbiamasis pranešėjas, jums liko 10 minučių.; ;;vlkk;;3.9948501586914062;3.988837242126465;-0.006012916564941406;incorrect
;1;Use of Cases;1;3.1 Nominative case;2;3.1.2 Nominative case should not be used to express direct address.;1;;Skaitytojau, parašykite savo nuomonę komentaruose.;Skaitytojas, parašykite savo nuomonę komentaruose.; ;;ChatGPT;;3.7980611324310303;3.454986572265625;-0.3430745601654053;incorrect
;1;Use of Cases;1;3.1 Nominative case;2;3.1.2 Nominative case should not be used to express direct address.;1;;Drauge, paskambink man, kai grįši namo.;Draugė, paskambink man, kai grįši namo.; ;;ChatGPT;;6.346347808837891;4.742870330810547;-1.6034774780273438;incorrect
;1;Use of Cases;1;3.1 Nominative case;2;3.1.2 Nominative case should not be used to express direct address.;1;;Daktare, gal galite paaiškinti tyrimų rezultatus?;Daktaras, gal galite paaiškinti tyrimų rezultatus?; ;;ChatGPT;;4.882396697998047;4.596271514892578;-0.28612518310546875;incorrect
;1;Use of Cases;1;3.1 Nominative case;2;3.1.2 Nominative case should not be used to express direct address.;1;;Direktoriau, ar galėtumėte trumpai užsukti į salę?;Direktorius, ar galėtumėte trumpai užsukti į salę?; ;;ChatGPT;;4.008060455322266;4.533722400665283;0.5256619453430176;correct
;1;Use of Cases;1;3.1 Nominative case;2;3.1.2 Nominative case should not be used to express direct address.;1;;Mindaugai, ar sudarei sąmatą?;Mindaugas, ar sudarei sąmatą?; ;;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;6.948454856872559;6.79686975479126;-0.15158510208129883;incorrect
;1;Use of Cases;1;3.1 Nominative case;2;3.1.2 Nominative case should not be used to express direct address.;1;;Tėti, ateik į virtuvę paragauti sriubos.;Tėtis, ateik į virtuvę paragauti sriubos.; ;;ChatGPT;;4.52163028717041;4.465000629425049;-0.05662965774536133;incorrect
;1;Use of Cases;1;3.1 Nominative case;2;3.1.2 Nominative case should not be used to express direct address.;1;;Kas tavo mama, berniuk?;Kas tavo mama, berniukas?; ;;corpus;http://tekstynas.vdu.lt/tekstynas/;7.282232761383057;6.727171421051025;-0.5550613403320312;incorrect
19.0;1;Use of Cases;1;3.1 Nominative case;2;3.1.2 Nominative case should not be used to express direct address.;1;;Ponas pirmininke, čia reikia jūsų parašo.;Pone pirmininke, čia reikia jūsų parašo.;Priedėliu einančio daiktavardžio ponas vardininkas – ne klaida.; ;vlkk;;4.386880874633789;4.395552635192871;0.008671760559082031;correct
20.0;1;Use of Cases;2;3.2 Genitive case;1;3.2.1 Genitive case should not be used to denote the object of an action with certain verbs.;1;prieiti ko;Priėjome išvadą.;Priėjome išvados.; ;;vlkk;;4.674004077911377;5.35561990737915;0.6816158294677734;correct
21.0;1;Use of Cases;2;3.2 Genitive case;1;3.2.1 Genitive case should not be used to denote the object of an action with certain verbs.;1;prieiti ko;Priėjo bendrą nuomonę.;Priėjo bendros nuomonės.; ;;vlkk;;5.037908554077148;4.8645806312561035;-0.17332792282104492;incorrect
22.0;1;Use of Cases;2;3.2 Genitive case;1;3.2.1 Genitive case should not be used to denote the object of an action with certain verbs.;2;siekti ko (kiekio reikšme);Žuvies svoris siekė kilogramą.;Žuvies svoris siekė kilogramo.; ;;vlkk;;5.62214994430542;5.647404670715332;0.02525472640991211;correct
;1;Use of Cases;2;3.2 Genitive case;1;3.2.1 Genitive case should not be used to denote the object of an action with certain verbs.;1;prieiti ko;Priėjome sprendimą, kad reikia keisti planą.;Priėjome sprendimo, kad reikia keisti planą.; ;;ChatGPT;;4.410767555236816;4.83627462387085;0.4255070686340332;correct
;1;Use of Cases;2;3.2 Genitive case;1;3.2.1 Genitive case should not be used to denote the object of an action with certain verbs.;1;prieiti ko;Dalyviai priėjo šalutinį kelią.;Dalyviai priėjo šalutinio kelio.; ;;ChatGPT;;4.3664045333862305;5.193333625793457;0.8269290924072266;correct
;1;Use of Cases;2;3.2 Genitive case;1;3.2.1 Genitive case should not be used to denote the object of an action with certain verbs.;1;prieiti ko;Tyrėjai priėjo priežastį, kodėl eksperimentas nepavyko.;Tyrėjai priėjo priežasties, kodėl eksperimentas nepavyko.; ;;ChatGPT;;3.3195817470550537;3.516739845275879;0.1971580982208252;correct
;1;Use of Cases;2;3.2 Genitive case;1;3.2.1 Genitive case should not be used to denote the object of an action with certain verbs.;2;siekti ko (kiekio reikšme);Vandens gylis siekia penkis metrus.;Vandens gylis siekia penkių metrų.; ;;ChatGPT;;6.7396769523620605;5.580323696136475;-1.159353256225586;incorrect
;1;Use of Cases;2;3.2 Genitive case;1;3.2.1 Genitive case should not be used to denote the object of an action with certain verbs.;2;siekti ko (kiekio reikšme);Sienos storis siekia pusę metro.;Sienos storis siekia pusės metro.; ;;ChatGPT;;7.637869358062744;6.494486331939697;-1.1433830261230469;incorrect
;1;Use of Cases;2;3.2 Genitive case;1;3.2.1 Genitive case should not be used to denote the object of an action with certain verbs.;2;siekti ko (kiekio reikšme);Oro temperatūra sieks šešis laipsnius šilumos.;Oro temperatūra sieks šešių laipsnių šilumos.; ;;corpus;http://tekstynas.vdu.lt/tekstynas/;4.321033954620361;3.837653160095215;-0.4833807945251465;incorrect
23.0;1;Use of Cases;2;3.2 Genitive case;1;3.2.1 Genitive case should not be used to denote the object of an action with certain verbs.;2;siekti ko (kiekio reikšme);Jo ūgis siekia du metrus.;Jo ūgis siekia dviejų metrų.; ;;vlkk;;6.9688639640808105;4.8260698318481445;-2.142794132232666;incorrect
24.0;1;Use of Cases;2;3.2 Genitive case;2;3.2.2 Genitive case should not be used to express comparative quantity with the comparative adverbs (ne) daugiau, (ne) mažiau, (ne) ilgiau, (ne) vėliau, (ne) anksčiau.;1; ;Čia telpa daugiau kaip šimtas žmonių.;Čia telpa daugiau šimto žmonių.; ;;vlkk;;3.2708137035369873;3.417909860610962;0.1470961570739746;correct
;1;Use of Cases;2;3.2 Genitive case;2;3.2.2 Genitive case should not be used to express comparative quantity with the comparative adverbs (ne) daugiau, (ne) mažiau, (ne) ilgiau, (ne) vėliau, (ne) anksčiau.;1;;Grįšiu ne vėliau kaip penktadienį.;Grįšiu ne vėliau penktadienio.; ;;vlkk-extra;https://vlkk.lt/konsultacijos/1138-ne-ilgiau-ko;3.3575985431671143;4.027759552001953;0.6701610088348389;correct
;1;Use of Cases;2;3.2 Genitive case;2;3.2.2 Genitive case should not be used to express comparative quantity with the comparative adverbs (ne) daugiau, (ne) mažiau, (ne) ilgiau, (ne) vėliau, (ne) anksčiau.;1;;Krovinys sveria daugiau nei toną.;Krovinys sveria daugiau tonos.; ;;vlkk-extra;https://vlkk.lt/konsultacijos/1138-ne-ilgiau-ko;5.225067138671875;5.214855670928955;-0.010211467742919922;incorrect
;1;Use of Cases;2;3.2 Genitive case;2;3.2.2 Genitive case should not be used to express comparative quantity with the comparative adverbs (ne) daugiau, (ne) mažiau, (ne) ilgiau, (ne) vėliau, (ne) anksčiau.;1;;Kelionė truks ne ilgiau kaip tris dienas.;Kelionė truks ne ilgiau trijų dienų.; ;;vlkk-extra;https://vlkk.lt/konsultacijos/1138-ne-ilgiau-ko;4.41493558883667;4.136795997619629;-0.278139591217041;incorrect
;1;Use of Cases;2;3.2 Genitive case;2;3.2.2 Genitive case should not be used to express comparative quantity with the comparative adverbs (ne) daugiau, (ne) mažiau, (ne) ilgiau, (ne) vėliau, (ne) anksčiau.;1;;Nukeliavo ne mažiau kaip tris šimtus kilometrų. ;Nukeliavo ne mažiau trijų šimtų kilometrų. ; ;;vlkk-extra;https://vlkk.lt/konsultacijos/11178-ne-mazesnis-nemaziau-ne-maziau-nemaziau;3.6247382164001465;3.489072799682617;-0.1356654167175293;incorrect
;1;Use of Cases;2;3.2 Genitive case;2;3.2.2 Genitive case should not be used to express comparative quantity with the comparative adverbs (ne) daugiau, (ne) mažiau, (ne) ilgiau, (ne) vėliau, (ne) anksčiau.;1;;Bibliotekoje yra daugiau nei penkiasdešimt knygų.;Bibliotekoje yra daugiau penkiasdešimties knygų.; ;;ChatGPT;;3.185939073562622;3.4800591468811035;0.29412007331848145;correct
;1;Use of Cases;2;3.2 Genitive case;2;3.2.2 Genitive case should not be used to express comparative quantity with the comparative adverbs (ne) daugiau, (ne) mažiau, (ne) ilgiau, (ne) vėliau, (ne) anksčiau.;1;;Rinkimuose dalyvavo ne mažiau kaip tūkstantis žmonių.;Rinkimuose dalyvavo ne mažiau tūkstančio žmonių.; ;;ChatGPT;;4.280457496643066;4.458589553833008;0.1781320571899414;correct
;1;Use of Cases;2;3.2 Genitive case;2;3.2.2 Genitive case should not be used to express comparative quantity with the comparative adverbs (ne) daugiau, (ne) mažiau, (ne) ilgiau, (ne) vėliau, (ne) anksčiau.;1;;Išvykusi būsiu mažiau kaip savaitę.;Išvykusi būsiu mažiau savaitės.; ;;internet;https://salcininkai.lt/valstybine-kalba/linksniu-vartojimo-klaidos/1004;4.568235397338867;4.1442155838012695;-0.42401981353759766;incorrect
;1;Use of Cases;2;3.2 Genitive case;2;3.2.2 Genitive case should not be used to express comparative quantity with the comparative adverbs (ne) daugiau, (ne) mažiau, (ne) ilgiau, (ne) vėliau, (ne) anksčiau.;1;;Ateik ne anksčiau kaip trečią valandą.;Ateik ne anksčiau trečios valandos.; ;;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;4.844855308532715;5.001031398773193;0.15617609024047852;correct
;1;Use of Cases;2;3.2 Genitive case;2;3.2.2 Genitive case should not be used to express comparative quantity with the comparative adverbs (ne) daugiau, (ne) mažiau, (ne) ilgiau, (ne) vėliau, (ne) anksčiau.;1;;Net patys ištvermingiausi pasitraukia iš trasos anksčiau negu kiti.;Net patys ištvermingiausi pasitraukia iš trasos anksčiau laiko.; ;;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;5.258524417877197;5.390781879425049;0.13225746154785156;correct
;1;Use of Cases;2;3.2 Genitive case;2;3.2.2 Genitive case should not be used to express comparative quantity with the comparative adverbs (ne) daugiau, (ne) mažiau, (ne) ilgiau, (ne) vėliau, (ne) anksčiau.;1;;Jam jūra žemiau kelių.;Jam jūra žemiau kaip keliai.;Su kitos reikšmės daiktavardžiais kilmininkas – ne klaida.; ADDED THE INCORRECT ONE, and it is actually incorrect.;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;5.210256099700928;5.678318977355957;0.4680628776550293;correct
;1;Use of Cases;2;3.2 Genitive case;2;3.2.2 Genitive case should not be used to express comparative quantity with the comparative adverbs (ne) daugiau, (ne) mažiau, (ne) ilgiau, (ne) vėliau, (ne) anksčiau.;1;;Toliau savo nosies nemato.;Toliau kaip savo nosis nemato.;Su kitos reikšmės daiktavardžiais kilmininkas – ne klaida.; ADDED THE INCORRECT ONE, and it is actually incorrect.;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;7.903696537017822;7.060714244842529;-0.842982292175293;incorrect
;1;Use of Cases;2;3.2 Genitive case;2;3.2.2 Genitive case should not be used to express comparative quantity with the comparative adverbs (ne) daugiau, (ne) mažiau, (ne) ilgiau, (ne) vėliau, (ne) anksčiau.;1;;Lėktuvas nukrito 6 kilometrai šiauriau Talino.;Lėktuvas nukrito 6 kilometrai šiauriau kaip Talinas.;Kilmininkas leistinas, kai kalbama apie vertikalią padėtį.; ADDED THE INCORRECT ONE, and it is actually incorrect.;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;3.8632607460021973;3.9775285720825195;0.11426782608032227;correct
;1;Use of Cases;2;3.2 Genitive case;2;3.2.2 Genitive case should not be used to express comparative quantity with the comparative adverbs (ne) daugiau, (ne) mažiau, (ne) ilgiau, (ne) vėliau, (ne) anksčiau.;1;;Šiame parke auga daugiau nei dešimt medžių.;Šiame parke auga daugiau dešimties medžių.; ; ;ChatGPT;;2.921694278717041;3.190877914428711;0.2691836357116699;correct
;1;Use of Cases;2;3.2 Genitive case;2;3.2.2 Genitive case should not be used to express comparative quantity with the comparative adverbs (ne) daugiau, (ne) mažiau, (ne) ilgiau, (ne) vėliau, (ne) anksčiau.;1;;Susitikimas truks ne ilgiau kaip dvi valandas.;Susitikimas truks ne ilgiau dviejų valandų.; ;;ChatGPT;;4.692936420440674;4.263710975646973;-0.42922544479370117;incorrect
25.0;1;Use of Cases;2;3.2 Genitive case;2;3.2.2 Genitive case should not be used to express comparative quantity with the comparative adverbs (ne) daugiau, (ne) mažiau, (ne) ilgiau, (ne) vėliau, (ne) anksčiau.;1;;Parašyk ne mažiau kaip penkis puslapius.;Parašyk ne mažiau penkių puslapių.; ;;vlkk;;3.6412439346313477;3.4506967067718506;-0.19054722785949707;incorrect
26.0;1;Use of Cases;3;3.3 Dative case;1;3.3.1 Dative case should not be used to denote the object of an action with certain expressions.;1;atitikti kam;Nuorašas atitinka originalą.;Nuorašas atitinka originalui.; ;;vlkk;;6.034689903259277;6.725696563720703;0.6910066604614258;correct
27.0;1;Use of Cases;3;3.3 Dative case;1;3.3.1 Dative case should not be used to denote the object of an action with certain expressions.;2;neatitikti kam;Pasiūla dar neatitinka paklausos.;Pasiūla dar neatitinka paklausai.; ;;vlkk;;6.611612796783447;6.93743371963501;0.3258209228515625;correct
28.0;1;Use of Cases;3;3.3 Dative case;1;3.3.1 Dative case should not be used to denote the object of an action with certain expressions.;3;kreipti dėmesį kam;Daugiausia dėmesio kreipiame į pažangumą.;Daugiausia dėmesio kreipiame pažangumui.; ;;vlkk;;3.6896681785583496;4.002303123474121;0.3126349449157715;correct
29.0;1;Use of Cases;3;3.3 Dative case;1;3.3.1 Dative case should not be used to denote the object of an action with certain expressions.;3;kreipti dėmesį kam;Nekreipkite dėmesio į tą šurmulį.;Nekreipkite dėmesio tam šurmuliui.; ;;vlkk;;5.2658281326293945;6.437222003936768;1.171393871307373;correct
30.0;1;Use of Cases;3;3.3 Dative case;1;3.3.1 Dative case should not be used to denote the object of an action with certain expressions.;4;linkti kam;Jis labai linkęs į mokslą.;Jis labai linkęs mokslui.; ;;vlkk;;5.124146461486816;6.07267951965332;0.9485330581665039;correct
31.0;1;Use of Cases;3;3.3 Dative case;1;3.3.1 Dative case should not be used to denote the object of an action with certain expressions.;5;panašus, -i kam;Sūnus labai panašus į tėvą.;Sūnus labai panašus tėvui.; ;;vlkk;;3.952263355255127;4.363941192626953;0.41167783737182617;correct
32.0;1;Use of Cases;3;3.3 Dative case;1;3.3.1 Dative case should not be used to denote the object of an action with certain expressions.;6;prisitaikyti kam;Mums bus nelengva prisitaikyti prie naujų sąlygų.;Mums bus nelengva prisitaikyti naujoms sąlygoms.; ;;vlkk;;5.611931324005127;7.15315055847168;1.5412192344665527;correct
33.0;1;Use of Cases;3;3.3 Dative case;1;3.3.1 Dative case should not be used to denote the object of an action with certain expressions.;7;sutelkti dėmesį kam;Dabar sutelkime dėmesį į šią schemą.;Dabar sutelkime dėmesį šiai schemai.; ;;vlkk;;5.098565578460693;5.516490459442139;0.4179248809814453;correct
;1;Use of Cases;3;3.3 Dative case;1;3.3.1 Dative case should not be used to denote the object of an action with certain expressions.;8;užjausti kam;Jis užjautė nelaimę patyrusius kaimynus.;Jis užjautė nelaimę patyrusiems kaimynams.; ;;ChatGPT;;4.669824600219727;4.819070339202881;0.1492457389831543;correct
34.0;1;Use of Cases;3;3.3 Dative case;1;3.3.1 Dative case should not be used to denote the object of an action with certain expressions.;8;užjausti kam;Visi užjautėme bendradarbę.;Visi užjautėme bendradarbei.; ;;vlkk;;6.235933780670166;5.715001106262207;-0.520932674407959;incorrect
35.0;1;Use of Cases;3;3.3 Dative case;2;3.3.2 Dative case should not be used to describe a thing/object when purpose is not being expressed.;1;;Jis yra 50 km distancijos čempionas.;Jis yra čempionas 50 km distancijai.; ;;vlkk;;4.684093475341797;4.682865142822266;-0.00122833251953125;incorrect
36.0;1;Use of Cases;3;3.3 Dative case;2;3.3.2 Dative case should not be used to describe a thing/object when purpose is not being expressed.;1;;Padarytas 200 litų sumos nuostolis.;Padarytas nuostolis 200 litų sumai.; ;;vlkk;;5.906478404998779;5.659222602844238;-0.24725580215454102;incorrect
;1;Use of Cases;3;3.3 Dative case;2;3.3.2 Dative case should not be used to describe a thing/object when purpose is not being expressed.;1;;"Vilnietis Arūnas Černius tapo konkurso „Geriausias vairuotojas-2002"" nugalėtoju.";"Vilnietis Arūnas Černius tapo nugalėtojas konkursui „Geriausias vairuotojas-2002""."; ;;corpus;http://tekstynas.vdu.lt/tekstynas/;3.455289125442505;3.5653979778289795;0.11010885238647461;correct
;1;Use of Cases;3;3.3 Dative case;2;3.3.2 Dative case should not be used to describe a thing/object when purpose is not being expressed.;1;;Vakar buvo išduotas leidimas steigti ligoninę.;Vakar buvo išduotas leidimas ligoninei steigti.; ;;internet;http://web.vu.lt › flf › 2014/03 › SK_2015_linksniai;4.396637916564941;4.454048156738281;0.057410240173339844;correct
;1;Use of Cases;3;3.3 Dative case;2;3.3.2 Dative case should not be used to describe a thing/object when purpose is not being expressed.;1;;Jis laimėjo 1000 eurų vertės prizą.;Jis laimėjo prizą 1000 eurų vertei.; ;;ChatGPT;;3.684260606765747;4.332735538482666;0.648474931716919;correct
;1;Use of Cases;3;3.3 Dative case;2;3.3.2 Dative case should not be used to describe a thing/object when purpose is not being expressed.;1;;Įsigijome 2 hektarus žemės sklypo.;Įsigijome žemės sklypą 2 hektarams.; ;;ChatGPT;;3.2878658771514893;3.3317718505859375;0.04390597343444824;correct
;1;Use of Cases;3;3.3 Dative case;2;3.3.2 Dative case should not be used to describe a thing/object when purpose is not being expressed.;1;;Ji pelnė metų mokytojos apdovanojimą.;Ji pelnė apdovanojimą metų mokytojai.; ;;ChatGPT;;3.1997244358062744;3.243176221847534;0.043451786041259766;correct
;1;Use of Cases;3;3.3 Dative case;2;3.3.2 Dative case should not be used to describe a thing/object when purpose is not being expressed.;1;;Jis gavo 10 metų darbo patirties sertifikatą.;Jis gavo sertifikatą 10 metų patirčiai.; ;;ChatGPT;;4.314652919769287;4.5882673263549805;0.27361440658569336;correct
;1;Use of Cases;3;3.3 Dative case;2;3.3.2 Dative case should not be used to describe a thing/object when purpose is not being expressed.;1;;Restoranas gavo penkių žvaigždučių įvertinimą.;Restoranas gavo įvertinimą penkioms žvaigždutėms.; ;;ChatGPT;;3.652817487716675;3.5888020992279053;-0.06401538848876953;incorrect
37.0;1;Use of Cases;3;3.3 Dative case;2;3.3.2 Dative case should not be used to describe a thing/object when purpose is not being expressed.;1;;Atlikta darbų už 5000 litų sumą.;Atlikta darbų 5000 litų sumai.; ;;vlkk;;4.937222480773926;5.115306854248047;0.1780843734741211;correct
38.0;1;Use of Cases;3;3.3 Dative case;3;3.3.3 Dative case should not be used for indicating a specific time limit or moment when purpose is not being expressed.;1;;Iki šios dienos įregistruoti 775 laikraščiai.;Šiai dienai įregistruoti 775 laikraščiai.; ;;vlkk;;3.981614589691162;3.7161173820495605;-0.26549720764160156;incorrect
39.0;1;Use of Cases;3;3.3 Dative case;3;3.3.3 Dative case should not be used for indicating a specific time limit or moment when purpose is not being expressed.;1;;Iki spalio 25-os dienos nukasta 90% bulvių.;Spalio 25-ai dienai nukasta 90% bulvių.; ;;vlkk;;5.334621429443359;4.782277584075928;-0.5523438453674316;incorrect
40.0;1;Use of Cases;3;3.3 Dative case;3;3.3.3 Dative case should not be used for indicating a specific time limit or moment when purpose is not being expressed.;1;;Šią valandą rinkimų rezultatai dar nepatikslinti.;Šiai valandai rinkimų rezultatai dar nepatikslinti.; ;;vlkk;;3.6607449054718018;3.6259145736694336;-0.034830331802368164;incorrect
